dEQP-GLES31.functional.ssbo.layout.random.all_shared_buffer.12,Crash
dEQP-VK.robustness.robustness2.bind.notemplate.rgba32ui.dontunroll.nonvolatile.storage_image.no_fmt_qual.null_descriptor.samples_1.cube_array.frag,Fail
dEQP-VK.robustness.robustness2.bind.template.r32i.dontunroll.nonvolatile.storage_image.no_fmt_qual.null_descriptor.samples_1.cube.frag,Fail
dEQP-VK.robustness.robustness2.bind.template.r64ui.dontunroll.volatile.storage_image.fmt_qual.null_descriptor.samples_1.cube_array.comp,Fail
dEQP-VK.robustness.robustness2.bind.template.rg32ui.dontunroll.nonvolatile.sampled_image.no_fmt_qual.null_descriptor.samples_1.cube.frag,Fail
dEQP-VK.robustness.robustness2.bind.template.rgba32f.dontunroll.volatile.storage_image.no_fmt_qual.null_descriptor.samples_1.cube_array.comp,Fail
dEQP-VK.robustness.robustness2.bind.template.rgba32i.dontunroll.volatile.storage_buffer_dynamic.readonly.no_fmt_qual.null_descriptor.samples_1.1d.comp,Fail
dEQP-VK.robustness.robustness2.push.notemplate.r32i.dontunroll.volatile.storage_texel_buffer.fmt_qual.len_16.samples_1.1d.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.r32i.unroll.volatile.storage_image.no_fmt_qual.img.samples_1.cube.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.r32ui.dontunroll.volatile.storage_image.fmt_qual.img.samples_1.2d_array.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.r64i.dontunroll.volatile.storage_image.fmt_qual.null_descriptor.samples_1.1d_array.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.r64ui.dontunroll.nonvolatile.uniform_buffer.no_fmt_qual.len_62.samples_1.1d.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.r64ui.unroll.nonvolatile.storage_buffer.readwrite.no_fmt_qual.len_72.samples_1.1d.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.rg32f.dontunroll.nonvolatile.uniform_buffer.no_fmt_qual.len_31.samples_1.1d.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.rg32f.unroll.nonvolatile.storage_texel_buffer.no_fmt_qual.len_16.samples_1.1d.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.rg32i.dontunroll.nonvolatile.storage_texel_buffer.no_fmt_qual.len_16.samples_1.1d.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.rgba32f.dontunroll.nonvolatile.sampled_image.no_fmt_qual.null_descriptor.samples_1.1d.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.rgba32f.unroll.volatile.storage_image.no_fmt_qual.null_descriptor.samples_1.3d.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.rgba32i.dontunroll.nonvolatile.sampled_image.no_fmt_qual.img.samples_1.2d.rgen,Fail
dEQP-VK.robustness.robustness2.push.notemplate.rgba32i.unroll.volatile.storage_image.no_fmt_qual.img.samples_1.cube.rgen,Fail
dEQP-VK.robustness.robustness2.push.template.r32f.unroll.nonvolatile.storage_image.fmt_qual.null_descriptor.samples_1.cube_array.rgen,Fail
dEQP-VK.robustness.robustness2.push.template.rg32ui.unroll.volatile.storage_image.fmt_qual.null_descriptor.samples_1.2d_array.rgen,Fail
dEQP-VK.robustness.robustness2.push.template.rgba32ui.dontunroll.nonvolatile.sampled_image.no_fmt_qual.null_descriptor.samples_1.3d.rgen,Fail
dEQP-VK.sparse_resources.device_group_image_sparse_binding.2d_array.g10x6_b10x6_r10x6_3plane_420_unorm_3pack16.1024_128_8,Fail
dEQP-VK.sparse_resources.device_group_mipmap_sparse_residency.2d_array.rgba16i.512_256_6,Fail
dEQP-VK.sparse_resources.image_block_shapes.cube.r8_snorm.samples_1,Fail
dEQP-VK.sparse_resources.image_sparse_binding.2d.g16_b16_r16_3plane_420_unorm.512_256_1,Fail
dEQP-VK.sparse_resources.shader_intrinsics.2d_sparse_read.r10x6g10x6_unorm_2pack16.128_128_1,Fail
dEQP-VK.sparse_resources.shader_intrinsics.2d_sparse_sample_explicit_lod.rgba8.503_137_1,Fail
dEQP-VK.spirv_assembly.instruction.compute.16bit_storage.uniform_16_to_32_chainaccess.uniform_buffer_block_2_2_1_float,Fail
dEQP-VK.spirv_assembly.instruction.compute.image_sampler.imagefetch.sampled_image.optypeimage_mismatch_rgba8,Fail
dEQP-VK.spirv_assembly.instruction.compute.opudotkhr.small_ss_v4i8_out16,Fail
dEQP-VK.spirv_assembly.instruction.graphics.16bit_storage.uniform_float_16_to_32.uniform_vector_float_const_idx_5_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.64bit_compare.double.vert_opfordgreaterthanequal_withnan_vector,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float16.arithmetic_1.normalize_tessc,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float16.logical.opfordgreaterthanequal_scalar_tessc,Fail
dEQP-VK.spirv_assembly.instruction.graphics.float_controls.fp32.input_args.denorm_nclamp_inf_flush_to_zero_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.opname_abuse.main_is_gl_WorkGroupID_frag,Fail
dEQP-VK.spirv_assembly.instruction.graphics.spirv_version.1_3_tesselation_evaluation,Fail
dEQP-VK.spirv_assembly.type.scalar.i16.ugreaterthanequal_tesse,Fail
dEQP-VK.spirv_assembly.type.scalar.u64.min_frag,Fail
dEQP-VK.spirv_assembly.type.scalar.u8.bitwise_xor_vert,Fail
dEQP-VK.spirv_assembly.type.vec2.u16.shift_right_logical_shift16_test_high_part_zero_vert,Fail
dEQP-VK.spirv_assembly.type.vec3.u16.ugreaterthan_vert,Fail
dEQP-VK.spirv_assembly.type.vec4.i32.bit_field_u_extract_offset16_count32_tesse,Fail
dEQP-VK.ssbo.layout.basic_unsized_array.std140.i8vec4,Fail
dEQP-VK.ssbo.layout.multi_nested_struct.single_buffer.std430_store_cols,Fail
dEQP-VK.ssbo.phys.layout.3_level_unsized_array.std430.row_major_mat3_comp_access_store_cols,Fail
dEQP-VK.ssbo.phys.layout.random.16bit.relaxed.80,Fail
dEQP-VK.ssbo.readonly.layout.single_basic_array.std430.row_major_mat4x2,Fail
dEQP-VK.subgroups.arithmetic.framebuffer.subgroupexclusiveadd_i16vec2_geometry,Fail
dEQP-VK.subgroups.arithmetic.framebuffer.subgroupinclusivemax_f16vec3_geometry,Fail
dEQP-VK.subgroups.arithmetic.framebuffer.subgroupinclusiveor_uvec2_geometry,Fail
dEQP-VK.subgroups.arithmetic.graphics.subgroupexclusiveadd_ivec2,Fail
dEQP-VK.subgroups.ballot_broadcast.compute.subgroupbroadcast_ivec3_requiredsubgroupsize16,Fail
dEQP-VK.subgroups.clustered.framebuffer.subgroupclusteredxor_u8vec3_geometry,Fail
dEQP-VK.subgroups.clustered.graphics.subgroupclusteredor_u8vec3,Fail
dEQP-VK.subgroups.partitioned.compute.subgroupexclusiveand_i64vec2_requiredsubgroupsize,Fail
dEQP-VK.subgroups.partitioned.compute.subgroupmul_i8vec3_requiredsubgroupsize,Fail
dEQP-VK.subgroups.partitioned.framebuffer.subgroupinclusiveadd_uint64_t_geometry,Fail
dEQP-VK.subgroups.partitioned.framebuffer.subgroupinclusiveand_uint8_t_geometry,Fail
dEQP-VK.subgroups.partitioned.framebuffer.subgroupinclusivemin_int_geometry,Fail
dEQP-VK.subgroups.partitioned.framebuffer.subgroupxor_bvec4_geometry,Fail
dEQP-VK.subgroups.quad.framebuffer.subgroupquadswapvertical_u16vec4_geometry,Fail
dEQP-VK.subgroups.shuffle.compute.subgroupshuffledown_u8vec3_requiredsubgroupsize,Fail
dEQP-VK.subgroups.shuffle.framebuffer.subgroupshufflexor_u64vec2_constant_geometry,Fail
dEQP-VK.subgroups.shuffle.framebuffer.subgroupshufflexor_uint8_t_constant_geometry,Fail
dEQP-VK.subgroups.subgroup_uniform_control_flow.small_full_control.small_subgroup_reconverge09,Fail
dEQP-VK.subgroups.vote.compute.subgroupallequal_uvec3,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_clear_color_image_read_image_tess_control.image_128_r32_uint_binary_semaphore_win32_kmt,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_copy_buffer_to_image_read_image_compute.image_64x64x8_r32_sfloat_timeline_semaphore_win32_kmt,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_draw_indexed_indirect_read_image_tess_control.image_128x128_r32g32b32a32_sfloat_binary_semaphore_win32,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_draw_indexed_read_blit_image.image_128x128_r16g16b16a16_uint_timeline_semaphore_win32_kmt,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_image_compute_read_image_compute.image_128x128_r16_uint_binary_semaphore_fence_fd,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_image_fragment_read_blit_image.image_128x128_r8g8b8a8_unorm_timeline_semaphore_fd,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_image_tess_eval_read_image_geometry.image_128x128_r16g16b16a16_uint_binary_semaphore_fd,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_ssbo_compute_read_ssbo_geometry.buffer_16384_binary_semaphore_dma_buf,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_ssbo_tess_control_read_ssbo_tess_control.buffer_262144_timeline_semaphore_win32,Fail
dEQP-VK.synchronization.cross_instance.dedicated.write_update_buffer_read_copy_buffer_to_image.buffer_16384_binary_semaphore_win32_kmt,Fail
dEQP-VK.synchronization.cross_instance.suballocated.write_clear_color_image_read_image_tess_eval.image_64x64x8_r32_sfloat_binary_semaphore_fd,Fail
dEQP-VK.synchronization.cross_instance.suballocated.write_draw_indexed_indirect_read_image_fragment.image_128x128_r8g8b8a8_unorm_binary_semaphore_fence_fd,Fail
dEQP-VK.synchronization.cross_instance.suballocated.write_draw_indexed_read_image_tess_eval.image_128x128_r16_uint_timeline_semaphore_fd,Fail
dEQP-VK.synchronization.cross_instance.suballocated.write_image_compute_indirect_read_copy_image_to_buffer.image_128_r32_uint_timeline_semaphore_dma_buf,Fail
dEQP-VK.synchronization.cross_instance.suballocated.write_image_fragment_read_image_tess_control.image_128x128_r8_unorm_binary_semaphore_dma_buf,Fail
dEQP-VK.synchronization.cross_instance.suballocated.write_image_tess_control_read_blit_image.image_128x128_r8g8b8a8_unorm_binary_semaphore_win32,Fail
dEQP-VK.synchronization.cross_instance.suballocated.write_image_tess_eval_read_image_compute.image_128x128_r16_uint_timeline_semaphore_win32,Fail
dEQP-VK.synchronization.cross_instance.suballocated.write_ssbo_compute_indirect_read_copy_buffer_to_image.buffer_262144_timeline_semaphore_win32_kmt,Fail
dEQP-VK.synchronization.cross_instance.suballocated.write_ssbo_tess_eval_read_copy_buffer.buffer_16384_binary_semaphore_win32_kmt,Fail
dEQP-VK.synchronization.op.multi_queue.binary_semaphore.write_ssbo_tess_eval_read_copy_buffer_to_image.buffer_262144_exclusive,Fail
dEQP-VK.synchronization.op.multi_queue.fence.write_copy_image_read_image_geometry.image_128x128_r8_unorm_exclusive,Fail
dEQP-VK.synchronization.op.multi_queue.fence.write_image_geometry_read_copy_image_to_buffer.image_128_r32_uint_concurrent,Fail
dEQP-VK.synchronization.op.multi_queue.timeline_semaphore.write_image_vertex_read_image_vertex.image_128x128_r8_unorm_exclusive,Fail
dEQP-VK.synchronization.op.multi_queue.timeline_semaphore.write_update_buffer_read_ubo_tess_control.buffer_16384_concurrent,Fail
dEQP-VK.synchronization.op.single_queue.barrier.write_copy_buffer_to_image_read_image_compute.image_128x128_r16g16b16a16_uint,Fail
dEQP-VK.synchronization.op.single_queue.barrier.write_draw_indexed_read_blit_image.image_128x128_r16_uint,Fail
dEQP-VK.synchronization.op.single_queue.binary_semaphore.write_image_fragment_read_image_tess_eval.image_128x128_r32g32b32a32_sfloat,Fail
dEQP-VK.synchronization.op.single_queue.event.write_image_fragment_read_copy_image_to_buffer.image_128x128_r16_uint,Fail
dEQP-VK.synchronization.signal_order.binary_semaphore.write_copy_image_read_copy_image.image_128x128_r8_unorm,Fail
dEQP-VK.synchronization.signal_order.shared_binary_semaphore.write_ssbo_fragment_read_vertex_input.buffer_262144_opaque_win32_kmt,Fail
dEQP-VK.synchronization.signal_order.shared_timeline_semaphore.write_image_fragment_read_image_geometry.image_128x128_r8_unorm_opaque_win32,Fail
dEQP-VK.synchronization.signal_order.shared_timeline_semaphore.write_ssbo_compute_indirect_read_ssbo_geometry.buffer_16384_opaque_win32_kmt,Fail
dEQP-VK.synchronization.win32_keyed_mutex.write_copy_buffer_to_image_read_copy_image.image_128x128_r8_unorm_kmt,Fail
dEQP-VK.synchronization2.cross_instance.dedicated.write_blit_image_read_image_vertex.image_128x128_r8g8b8a8_unorm_timeline_semaphore_dma_buf,Fail
dEQP-VK.synchronization2.cross_instance.dedicated.write_clear_color_image_read_image_fragment.image_128x128_r8g8b8a8_unorm_timeline_semaphore_win32,Fail
dEQP-VK.synchronization2.cross_instance.dedicated.write_copy_image_to_buffer_read_ssbo_tess_eval.buffer_262144_binary_semaphore_dma_buf,Fail
dEQP-VK.synchronization2.cross_instance.dedicated.write_draw_indexed_indirect_read_image_compute_indirect.image_128x128_r16g16b16a16_uint_timeline_semaphore_dma_buf,Fail
dEQP-VK.synchronization2.cross_instance.dedicated.write_image_compute_indirect_read_copy_image.image_128x128_r32g32b32a32_sfloat_binary_semaphore_win32,Fail
dEQP-VK.synchronization2.cross_instance.dedicated.write_image_geometry_read_copy_image_to_buffer.image_128_r32_uint_binary_semaphore_win32_kmt,Fail
dEQP-VK.synchronization2.cross_instance.dedicated.write_image_tess_control_read_image_tess_control.image_128x128_r8_unorm_binary_semaphore_fence_fd,Fail
dEQP-VK.synchronization2.cross_instance.dedicated.write_ssbo_compute_indirect_read_ssbo_tess_eval.buffer_16384_timeline_semaphore_fd,Fail
dEQP-VK.synchronization2.cross_instance.suballocated.write_clear_color_image_read_image_compute_indirect.image_128x128_r16_uint_binary_semaphore_win32_kmt,Fail
dEQP-VK.synchronization2.cross_instance.suballocated.write_copy_buffer_read_ssbo_compute.buffer_16384_binary_semaphore_win32_kmt,Fail
dEQP-VK.synchronization2.cross_instance.suballocated.write_copy_image_read_copy_image_to_buffer.image_128x128_r16_uint_timeline_semaphore_win32_kmt,Fail
dEQP-VK.synchronization2.cross_instance.suballocated.write_image_compute_indirect_read_image_vertex.image_128x128_r16g16b16a16_uint_binary_semaphore_fence_fd,Fail
dEQP-VK.synchronization2.cross_instance.suballocated.write_image_geometry_read_copy_image.image_64x64x8_r32_sfloat_binary_semaphore_fd,Fail
dEQP-VK.synchronization2.cross_instance.suballocated.write_image_tess_control_read_image_tess_eval.image_64x64x8_r32_sfloat_timeline_semaphore_dma_buf,Fail
dEQP-VK.synchronization2.op.multi_queue.binary_semaphore.write_image_compute_indirect_read_image_compute.image_128x128_r16_uint_exclusive,Fail
dEQP-VK.synchronization2.op.multi_queue.timeline_semaphore.write_copy_buffer_to_image_read_image_compute_indirect.image_128_r32_uint_exclusive,Fail
dEQP-VK.synchronization2.op.multi_queue.timeline_semaphore.write_draw_indexed_read_blit_image.image_128x128_r16g16b16a16_uint_concurrent,Fail
dEQP-VK.synchronization2.op.multi_queue.timeline_semaphore.write_image_tess_control_read_image_compute.image_128x128_r8g8b8a8_unorm_concurrent,Fail
dEQP-VK.synchronization2.op.single_queue.barrier.write_ssbo_tess_control_read_ubo_compute.buffer_16384,Fail
dEQP-VK.synchronization2.op.single_queue.event.write_fill_buffer_read_ubo_compute_indirect.buffer_16384,Fail
dEQP-VK.synchronization2.op.single_queue.fence.write_ssbo_tess_eval_read_ssbo_fragment.buffer_262144,Fail
dEQP-VK.synchronization2.op.single_queue.timeline_semaphore.write_image_tess_eval_read_image_fragment.image_128x128_r16g16b16a16_uint,Fail
dEQP-VK.synchronization2.signal_order.shared_binary_semaphore.write_image_vertex_read_blit_image.image_128x128_r16g16b16a16_uint_opaque_win32_kmt,Fail
dEQP-VK.synchronization2.signal_order.shared_timeline_semaphore.write_image_compute_read_image_geometry.image_128x128_r16g16b16a16_uint_opaque_win32,Fail
dEQP-VK.synchronization2.signal_order.shared_timeline_semaphore.write_image_vertex_read_image_compute_indirect.image_128_r32_uint_opaque_win32_kmt,Fail
dEQP-VK.synchronization2.signal_order.timeline_semaphore.write_ssbo_fragment_read_ssbo_compute.buffer_16384,Fail
dEQP-VK.synchronization2.timeline_semaphore.device_host.write_image_vertex_read_image_tess_control.image_64x64x8_r32_sfloat,Fail
dEQP-VK.synchronization2.timeline_semaphore.one_to_n.write_image_tess_control_read_copy_image.image_128x128_r8_unorm,Fail
dEQP-VK.synchronization2.timeline_semaphore.wait_before_signal.write_image_tess_control_read_image_fragment.image_128x128_r16g16b16a16_uint,Fail
dEQP-VK.texture.filtering.3d.combinations.linear.linear.clamp_to_edge.clamp_to_edge.repeat,Fail
dEQP-VK.texture.filtering.3d.combinations.linear_mipmap_linear.linear.clamp_to_edge.clamp_to_edge.repeat,Fail
dEQP-VK.texture.shadow.2d.linear_mipmap_nearest.sparse_not_equal_d32_sfloat,Fail
dEQP-VK.texture.shadow.cube_array.nearest_mipmap_linear.sparse_never_d32_sfloat,Fail
dEQP-VK.texture.swizzle.component_mapping.astc_10x8_unorm_block_2d_npot_sparse_zzzz,Fail
dEQP-VK.texture.swizzle.component_mapping.r16g16b16_sfloat_2d_npot_sparse_abgr,Fail
dEQP-VK.texture.swizzle.component_mapping.r32_uint_2d_pot_sparse_rgba,Fail
dEQP-VK.texture.swizzle.component_mapping.r4g4_unorm_pack8_2d_npot_iiii,Fail
dEQP-VK.texture.swizzle.component_mapping.r8_uint_2d_pot_aaaa,Fail
dEQP-VK.texture.swizzle.texture_coordinate.r8g8b8a8_unorm_2d_npot_xx,Fail
dEQP-VK.transform_feedback.fuzz.random_vertex.nested_structs_arrays_instance_arrays.5,Fail
dEQP-VK.transform_feedback.primitives_generated_query.copy.queue_reset.pgq_64bit_xfb_32bit.geom.xfb.rast.line_strip.pgq_0_xfb_1.single_draw,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.host_reset.pgq_64bit_xfb_32bit.geom.xfb.no_rast.triangle_strip.pgq_default_xfb_0.single_draw,Fail
dEQP-VK.transform_feedback.primitives_generated_query.get.queue_reset.pgq_32bit_xfb_64bit.geom.xfb.rast.line_strip_with_adjacency.pgq_default_xfb_1.single_draw,Fail
dEQP-VK.transform_feedback.simple.query_3_4_32bits,Fail
dEQP-VK.transform_feedback.simple.query_triangle_fan_0_6_32bits,Fail
dEQP-VK.transform_feedback.simple.query_triangle_strip_with_adjacency_3_126_64bits,Fail
dEQP-VK.ubo.2_level_array.scalar.column_major_mat4x3.fragment,Fail
dEQP-VK.ubo.3_level_array.scalar.mat3.both_comp_access,Fail
dEQP-VK.ubo.instance_array_basic_type.scalar.ivec4.fragment,Fail
dEQP-VK.ubo.random.8bit.scalar.44,Fail
dEQP-VK.ubo.single_basic_array.std140.column_major_mat4.both_comp_access,Fail
dEQP-VK.ubo.single_struct.per_block_buffer.std430_vertex_comp_access,Fail
dEQP-VK.wsi.headless.shared_presentable_image.scale_none.inherit.opaque.demand,Fail
dEQP-VK.wsi.win32.incremental_present.scale_none.fifo_relaxed.horizontal_mirror_rotate_270.pre_multiplied.incremental_present,Fail
dEQP-VK.wsi.xcb.colorspace.extensions,Fail
dEQP-VK.ycbcr.conversion.a2b10g10r10_unorm_pack32.ycbcr_709.itu_narrow.linear_tiling_linear_binding_31,Fail
dEQP-VK.ycbcr.conversion.g10x6_b10x6_r10x6_3plane_444_unorm_3pack16.ycbcr_identity.itu_narrow.nearest_tiling_linear_binding_31,Fail
dEQP-VK.ycbcr.conversion.g10x6_b10x6r10x6_2plane_422_unorm_3pack16.color_conversion.ycbcr_identity_itu_narrow_tiling_linear_cosited_binding_31,Fail
dEQP-VK.ycbcr.conversion.g12x4_b12x4_r12x4_3plane_420_unorm_3pack16.color_conversion.ycbcr_709_itu_full_tiling_linear_midpoint_binding_31,Fail
dEQP-VK.ycbcr.conversion.g12x4_b12x4_r12x4_3plane_422_unorm_3pack16.chroma_reconstruction.linear.explicit_nearest_tiling_optimal_swapped_chroma,Fail
dEQP-VK.ycbcr.conversion.g16_b16_r16_3plane_420_unorm.chroma_reconstruction.nearest.explicit_linear_midpoint_midpoint_tiling_optimal_disjoint_swapped_chroma,Fail
dEQP-VK.ycbcr.conversion.g16_b16_r16_3plane_422_unorm.color_conversion.ycbcr_601_itu_full_tiling_linear_midpoint_binding_31,Fail
dEQP-VK.ycbcr.conversion.g16_b16r16_2plane_444_unorm.ycbcr_601.itu_full.linear_tiling_linear_binding_31,Fail
dEQP-VK.ycbcr.copy.a1r5g5b5_unorm_pack16.g8_b8r8_2plane_444_unorm.linear_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.a8b8g8r8_unorm_pack32.g16_b16r16_2plane_422_unorm.optimal_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g10x6_b10x6_r10x6_3plane_422_unorm_3pack16.g10x6_b10x6r10x6_2plane_444_unorm_3pack16.linear_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g10x6_b10x6_r10x6_3plane_444_unorm_3pack16.g12x4_b12x4r12x4_2plane_420_unorm_3pack16.optimal_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g12x4_b12x4r12x4_2plane_420_unorm_3pack16.g12x4_b12x4_r12x4_3plane_422_unorm_3pack16.optimal_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g12x4_b12x4r12x4_2plane_422_unorm_3pack16.g10x6_b10x6_r10x6_3plane_420_unorm_3pack16.linear_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g12x4_b12x4r12x4_2plane_444_unorm_3pack16.r5g5b5a1_unorm_pack16.optimal_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g12x4b12x4g12x4r12x4_422_unorm_4pack16.g12x4b12x4g12x4r12x4_422_unorm_4pack16.linear_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g16_b16_r16_3plane_420_unorm.r8g8_unorm.optimal_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g16_b16r16_2plane_420_unorm.g12x4_b12x4r12x4_2plane_444_unorm_3pack16.linear_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g16_b16r16_2plane_422_unorm.g12x4_b12x4_r12x4_3plane_422_unorm_3pack16.optimal_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g16_b16r16_2plane_444_unorm.g12x4_b12x4r12x4_2plane_420_unorm_3pack16.linear_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g8_b8r8_2plane_422_unorm.r16_unorm.optimal_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.g8_b8r8_2plane_444_unorm.g10x6_b10x6_r10x6_3plane_422_unorm_3pack16.linear_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.r10x6_unorm_pack16.g8_b8r8_2plane_444_unorm.linear_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy.r5g5b5a1_unorm_pack16.r10x6_unorm_pack16.optimal_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy_dimensions.src4096x6_dst4096x6.g16_b16_r16_3plane_420_unorm.g16_b16_r16_3plane_420_unorm.optimal_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.copy_dimensions.src4x32768_dst4x32768.g10x6_b10x6_r10x6_3plane_420_unorm_3pack16.g12x4_b12x4_r12x4_3plane_420_unorm_3pack16.linear_disjoint_linear_disjoint,Fail
dEQP-VK.ycbcr.format.g10x6_b10x6_r10x6_3plane_444_unorm_3pack16.tess_eval_linear_mapped,Fail
dEQP-VK.ycbcr.plane_view.image_view.g16_b16_r16_3plane_444_unorm_disjoint_plane_2_compatible_format_r16_sint,Fail
dEQP-VK.ycbcr.query.levels.fragment.r10x6g10x6_unorm_2pack16,Fail
